Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,Projected Job Openings
5,29-1161.00,Nurse Midwives,Y,https://www.onetonline.org/link/summary/29-1161.00,"$61.92 hourly, $128,790 annual",Much faster than average (7% or higher),500
5,29-1171.00,Nurse Practitioners,Y,https://www.onetonline.org/link/summary/29-1171.00,"$62.12 hourly, $129,210 annual",Much faster than average (7% or higher),"29,500"
3,31-1131.00,Nursing Assistants,Y,https://www.onetonline.org/link/summary/31-1131.00,"$19.01 hourly, $39,530 annual",Slower than average (1% to 2%),"204,100"
5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1072.00,"$79,940 annual",Much faster than average (7% or higher),"8,600"
5,29-1218.00,Obstetricians and Gynecologists,Y,https://www.onetonline.org/link/summary/29-1218.00,"$115.00+ hourly, $239,200+ annual",Slower than average (1% to 2%),600
4,19-5011.00,Occupational Health and Safety Specialists,Y,https://www.onetonline.org/link/summary/19-5011.00,"$40.34 hourly, $83,910 annual",Much faster than average (7% or higher),"14,900"
3,19-5012.00,Occupational Health and Safety Technicians,Y,https://www.onetonline.org/link/summary/19-5012.00,"$28.10 hourly, $58,440 annual",Much faster than average (7% or higher),"3,400"
5,29-1122.00,Occupational Therapists,Y,https://www.onetonline.org/link/summary/29-1122.00,"$47.28 hourly, $98,340 annual",Much faster than average (7% or higher),"10,200"
3,31-2012.00,Occupational Therapy Aides,Y,https://www.onetonline.org/link/summary/31-2012.00,"$17.97 hourly, $37,370 annual",Average (3% to 4%),600
3,31-2011.00,Occupational Therapy Assistants,Y,https://www.onetonline.org/link/summary/31-2011.00,"$32.86 hourly, $68,340 annual",Much faster than average (7% or higher),"7,200"
n/a,43-9199.00,"Office and Administrative Support Workers, All Other",,https://www.onetonline.org/link/summary/43-9199.00,"$22.14 hourly, $46,040 annual",Decline (-1% or lower),"21,300"
2,43-9061.00,"Office Clerks, General",Y,https://www.onetonline.org/link/summary/43-9061.00,"$20.97 hourly, $43,630 annual",Decline (-1% or lower),"282,400"
2,43-9071.00,"Office Machine Operators, Except Computer",Y,https://www.onetonline.org/link/summary/43-9071.00,"$18.76 hourly, $39,020 annual",Decline (-1% or lower),"2,800"
4,13-1199.06,Online Merchants,Y,https://www.onetonline.org/link/summary/13-1199.06,"$39.07 hourly, $81,270 annual",Average (3% to 4%),"108,200"
2,47-2073.00,Operating Engineers and Other Construction Equipment Operators,Y,https://www.onetonline.org/link/summary/47-2073.00,"$28.23 hourly, $58,710 annual",Average (3% to 4%),"41,900"
5,15-2031.00,Operations Research Analysts,Y,https://www.onetonline.org/link/summary/15-2031.00,"$43.89 hourly, $91,290 annual",Much faster than average (7% or higher),"9,600"
2,51-9083.00,Ophthalmic Laboratory Technicians,Y,https://www.onetonline.org/link/summary/51-9083.00,"$18.47 hourly, $38,420 annual",Slower than average (1% to 2%),"2,400"
3,29-2057.00,Ophthalmic Medical Technicians,Y,https://www.onetonline.org/link/summary/29-2057.00,"$21.19 hourly, $44,080 annual",Much faster than average (7% or higher),"12,500"
3,29-2099.05,Ophthalmic Medical Technologists,Y,https://www.onetonline.org/link/summary/29-2099.05,"$23.46 hourly, $48,790 annual",Faster than average (5% to 6%),"13,600"
5,29-1241.00,"Ophthalmologists, Except Pediatric",Y,https://www.onetonline.org/link/summary/29-1241.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),300
3,29-2081.00,"Opticians, Dispensing",Y,https://www.onetonline.org/link/summary/29-2081.00,"$22.38 hourly, $46,560 annual",Average (3% to 4%),"6,800"
5,29-1041.00,Optometrists,Y,https://www.onetonline.org/link/summary/29-1041.00,"$64.82 hourly, $134,830 annual",Much faster than average (7% or higher),"2,400"
5,29-1022.00,Oral and Maxillofacial Surgeons,Y,https://www.onetonline.org/link/summary/29-1022.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),200
2,43-4151.00,Order Clerks,Y,https://www.onetonline.org/link/summary/43-4151.00,"$21.47 hourly, $44,660 annual",Decline (-1% or lower),"8,000"
2,31-1132.00,Orderlies,Y,https://www.onetonline.org/link/summary/31-1132.00,"$18.12 hourly, $37,700 annual",Average (3% to 4%),"7,800"
5,29-1023.00,Orthodontists,Y,https://www.onetonline.org/link/summary/29-1023.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),200
5,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Y,https://www.onetonline.org/link/summary/29-1242.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),400
5,29-1299.02,Orthoptists,Y,https://www.onetonline.org/link/summary/29-1299.02,"$54.68 hourly, $113,730 annual",Slower than average (1% to 2%),"2,400"
5,29-2091.00,Orthotists and Prosthetists,Y,https://www.onetonline.org/link/summary/29-2091.00,"$37.65 hourly, $78,310 annual",Much faster than average (7% or higher),900
2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Y,https://www.onetonline.org/link/summary/49-3053.00,"$22.38 hourly, $46,560 annual",Average (3% to 4%),"3,500"
2,51-9111.00,Packaging and Filling Machine Operators and Tenders,Y,https://www.onetonline.org/link/summary/51-9111.00,"$19.67 hourly, $40,900 annual",Faster than average (5% to 6%),"45,300"
2,53-7064.00,"Packers and Packagers, Hand",Y,https://www.onetonline.org/link/summary/53-7064.00,"$17.10 hourly, $35,580 annual",Decline (-1% or lower),"74,000"
2,47-2141.00,"Painters, Construction and Maintenance",Y,https://www.onetonline.org/link/summary/47-2141.00,"$23.40 hourly, $48,660 annual",Average (3% to 4%),"28,100"
1,51-9123.00,"Painting, Coating, and Decorating Workers",Y,https://www.onetonline.org/link/summary/51-9123.00,"$19.64 hourly, $40,860 annual",Slower than average (1% to 2%),800
2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-9196.00,"$23.75 hourly, $49,390 annual",Decline (-1% or lower),"8,100"
2,47-2142.00,Paperhangers,Y,https://www.onetonline.org/link/summary/47-2142.00,"$23.20 hourly, $48,260 annual",Faster than average (5% to 6%),200
3,23-2011.00,Paralegals and Legal Assistants,Y,https://www.onetonline.org/link/summary/23-2011.00,"$29.33 hourly, $61,010 annual",Little or no change,"39,300"
3,29-2043.00,Paramedics,Y,https://www.onetonline.org/link/summary/29-2043.00,"$28.08 hourly, $58,410 annual",Faster than average (5% to 6%),"4,900"
4,19-1031.03,Park Naturalists,Y,https://www.onetonline.org/link/summary/19-1031.03,"$32.67 hourly, $67,950 annual",Average (3% to 4%),"2,500"
2,53-6021.00,Parking Attendants,Y,https://www.onetonline.org/link/summary/53-6021.00,"$16.63 hourly, $34,600 annual",Average (3% to 4%),"18,500"
2,33-3041.00,Parking Enforcement Workers,Y,https://www.onetonline.org/link/summary/33-3041.00,"$22.67 hourly, $47,150 annual",Decline (-1% or lower),700
2,41-2022.00,Parts Salespersons,Y,https://www.onetonline.org/link/summary/41-2022.00,"$18.00 hourly, $37,440 annual",Average (3% to 4%),"30,200"
2,53-6061.00,Passenger Attendants,Y,https://www.onetonline.org/link/summary/53-6061.00,"$18.06 hourly, $37,560 annual",Faster than average (5% to 6%),"4,100"
3,29-2099.08,Patient Representatives,Y,https://www.onetonline.org/link/summary/29-2099.08,"$23.46 hourly, $48,790 annual",Faster than average (5% to 6%),"13,600"
3,51-4062.00,"Patternmakers, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4062.00,"$26.22 hourly, $54,540 annual",Decline (-1% or lower),100
3,51-7032.00,"Patternmakers, Wood",Y,https://www.onetonline.org/link/summary/51-7032.00,"$25.25 hourly, $52,520 annual",Decline (-1% or lower),0
2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Y,https://www.onetonline.org/link/summary/47-2071.00,"$24.83 hourly, $51,650 annual",Average (3% to 4%),"4,000"
3,43-3051.00,Payroll and Timekeeping Clerks,Y,https://www.onetonline.org/link/summary/43-3051.00,"$26.58 hourly, $55,290 annual",Decline (-1% or lower),"13,000"
5,29-1243.00,Pediatric Surgeons,Y,https://www.onetonline.org/link/summary/29-1243.00,"$115.00+ hourly, $239,200+ annual",Slower than average (1% to 2%),0
5,29-1221.00,"Pediatricians, General",Y,https://www.onetonline.org/link/summary/29-1221.00,"$101.03 hourly, $210,130 annual",Slower than average (1% to 2%),"1,200"
4,15-1299.04,Penetration Testers,Y,https://www.onetonline.org/link/summary/15-1299.04,"$52.39 hourly, $108,970 annual",Much faster than average (7% or higher),"31,300"
2,31-1122.00,Personal Care Aides,Y,https://www.onetonline.org/link/summary/31-1122.00,"$16.78 hourly, $34,900 annual",Much faster than average (7% or higher),"765,800"
n/a,39-9099.00,"Personal Care and Service Workers, All Other",,https://www.onetonline.org/link/summary/39-9099.00,"$18.22 hourly, $37,900 annual",Faster than average (5% to 6%),"16,100"
4,13-2052.00,Personal Financial Advisors,Y,https://www.onetonline.org/link/summary/13-2052.00,"$49.11 hourly, $102,140 annual",Much faster than average (7% or higher),"24,100"
n/a,11-9179.00,"Personal Service Managers, All Other",,https://www.onetonline.org/link/summary/11-9179.00,"$29.49 hourly, $61,340 annual",Much faster than average (7% or higher),"2,100"
2,37-2021.00,Pest Control Workers,Y,https://www.onetonline.org/link/summary/37-2021.00,"$21.51 hourly, $44,730 annual",Faster than average (5% to 6%),"13,400"
2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Y,https://www.onetonline.org/link/summary/37-3012.00,"$21.73 hourly, $45,200 annual",Average (3% to 4%),"4,100"
4,17-2171.00,Petroleum Engineers,Y,https://www.onetonline.org/link/summary/17-2171.00,"$67.92 hourly, $141,280 annual",Slower than average (1% to 2%),"1,200"
2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Y,https://www.onetonline.org/link/summary/51-8093.00,"$46.90 hourly, $97,540 annual",Decline (-1% or lower),"3,200"
5,29-1051.00,Pharmacists,Y,https://www.onetonline.org/link/summary/29-1051.00,"$66.10 hourly, $137,480 annual",Faster than average (5% to 6%),"14,200"
2,31-9095.00,Pharmacy Aides,Y,https://www.onetonline.org/link/summary/31-9095.00,"$17.79 hourly, $37,000 annual",Little or no change,"6,100"
3,29-2052.00,Pharmacy Technicians,Y,https://www.onetonline.org/link/summary/29-2052.00,"$20.90 hourly, $43,460 annual",Faster than average (5% to 6%),"49,000"
5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1126.00,"$78,050 annual",Slower than average (1% to 2%),"2,000"
3,31-9097.00,Phlebotomists,Y,https://www.onetonline.org/link/summary/31-9097.00,"$20.99 hourly, $43,660 annual",Faster than average (5% to 6%),"18,400"
3,27-4021.00,Photographers,Y,https://www.onetonline.org/link/summary/27-4021.00,"$20.44 hourly, $42,520 annual",Slower than average (1% to 2%),"12,700"
2,51-9151.00,Photographic Process Workers and Processing Machine Operators,Y,https://www.onetonline.org/link/summary/51-9151.00,"$19.28 hourly, $40,100 annual",Decline (-1% or lower),"1,500"
4,17-2199.07,Photonics Engineers,Y,https://www.onetonline.org/link/summary/17-2199.07,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300"
3,17-3029.08,Photonics Technicians,Y,https://www.onetonline.org/link/summary/17-3029.08,"$37.21 hourly, $77,390 annual",Slower than average (1% to 2%),"5,700"
5,29-1229.04,Physical Medicine and Rehabilitation Physicians,Y,https://www.onetonline.org/link/summary/29-1229.04,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600"
n/a,19-2099.00,"Physical Scientists, All Other",,https://www.onetonline.org/link/summary/19-2099.00,"$56.71 hourly, $117,960 annual",Slower than average (1% to 2%),"2,000"
2,31-2022.00,Physical Therapist Aides,Y,https://www.onetonline.org/link/summary/31-2022.00,"$16.59 hourly, $34,520 annual",Average (3% to 4%),"6,600"
3,31-2021.00,Physical Therapist Assistants,Y,https://www.onetonline.org/link/summary/31-2021.00,"$31.50 hourly, $65,510 annual",Much faster than average (7% or higher),"19,800"
5,29-1123.00,Physical Therapists,Y,https://www.onetonline.org/link/summary/29-1123.00,"$48.57 hourly, $101,020 annual",Much faster than average (7% or higher),"13,200"
5,29-1071.00,Physician Assistants,Y,https://www.onetonline.org/link/summary/29-1071.00,"$64.07 hourly, $133,260 annual",Much faster than average (7% or higher),"12,000"
n/a,29-1229.00,"Physicians, All Other",,https://www.onetonline.org/link/summary/29-1229.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600"
5,29-1222.00,"Physicians, Pathologists",Y,https://www.onetonline.org/link/summary/29-1222.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),400
5,19-2012.00,Physicists,Y,https://www.onetonline.org/link/summary/19-2012.00,"$79.95 hourly, $166,290 annual",Average (3% to 4%),"1,700"
5,25-1054.00,"Physics Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1054.00,"$97,360 annual",Average (3% to 4%),"1,300"
2,47-2072.00,Pile Driver Operators,Y,https://www.onetonline.org/link/summary/47-2072.00,"$33.90 hourly, $70,510 annual",Average (3% to 4%),300
1,47-2151.00,Pipelayers,Y,https://www.onetonline.org/link/summary/47-2151.00,"$23.42 hourly, $48,710 annual",Decline (-1% or lower),"2,400"
n/a,51-8099.00,"Plant and System Operators, All Other",,https://www.onetonline.org/link/summary/51-8099.00,"$29.67 hourly, $61,710 annual",Slower than average (1% to 2%),"1,600"
1,47-2161.00,Plasterers and Stucco Masons,Y,https://www.onetonline.org/link/summary/47-2161.00,"$26.93 hourly, $56,020 annual",Average (3% to 4%),"1,900"
2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4193.00,"$20.00 hourly, $41,600 annual",Decline (-1% or lower),"2,500"
3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Y,https://www.onetonline.org/link/summary/47-2152.00,"$30.27 hourly, $62,970 annual",Faster than average (5% to 6%),"44,000"
5,29-1081.00,Podiatrists,Y,https://www.onetonline.org/link/summary/29-1081.00,"$73.46 hourly, $152,800 annual",Slower than average (1% to 2%),300
4,27-3043.05,"Poets, Lyricists and Creative Writers",Y,https://www.onetonline.org/link/summary/27-3043.05,"$34.75 hourly, $72,270 annual",Average (3% to 4%),"13,400"
3,33-3051.00,Police and Sheriff's Patrol Officers,Y,https://www.onetonline.org/link/summary/33-3051.00,"$36.68 hourly, $76,290 annual",Average (3% to 4%),"53,700"
3,33-3021.02,Police Identification and Records Officers,Y,https://www.onetonline.org/link/summary/33-3021.02,"$44.99 hourly, $93,580 annual",Decline (-1% or lower),"7,800"
5,25-1065.00,"Political Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1065.00,"$94,680 annual",Slower than average (1% to 2%),"1,600"
5,19-3094.00,Political Scientists,Y,https://www.onetonline.org/link/summary/19-3094.00,"$67.01 hourly, $139,380 annual",Decline (-1% or lower),500
2,43-5051.00,Postal Service Clerks,Y,https://www.onetonline.org/link/summary/43-5051.00,"$29.63 hourly, $61,630 annual",Decline (-1% or lower),"6,100"
2,43-5052.00,Postal Service Mail Carriers,Y,https://www.onetonline.org/link/summary/43-5052.00,"$27.64 hourly, $57,490 annual",Decline (-1% or lower),"20,600"
2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Y,https://www.onetonline.org/link/summary/43-5053.00,"$27.18 hourly, $56,530 annual",Decline (-1% or lower),"7,800"
2,11-9131.00,Postmasters and Mail Superintendents,Y,https://www.onetonline.org/link/summary/11-9131.00,"$44.58 hourly, $92,730 annual",Decline (-1% or lower),900
n/a,25-1199.00,"Postsecondary Teachers, All Other",,https://www.onetonline.org/link/summary/25-1199.00,"$78,490 annual",Slower than average (1% to 2%),"13,500"
3,51-9195.05,"Potters, Manufacturing",Y,https://www.onetonline.org/link/summary/51-9195.05,"$21.97 hourly, $45,690 annual",Faster than average (5% to 6%),"5,500"
2,51-4052.00,"Pourers and Casters, Metal",Y,https://www.onetonline.org/link/summary/51-4052.00,"$23.53 hourly, $48,940 annual",Decline (-1% or lower),600
3,51-8012.00,Power Distributors and Dispatchers,Y,https://www.onetonline.org/link/summary/51-8012.00,"$51.56 hourly, $107,240 annual",Decline (-1% or lower),800
2,51-8013.00,Power Plant Operators,Y,https://www.onetonline.org/link/summary/51-8013.00,"$47.92 hourly, $99,670 annual",Decline (-1% or lower),"2,500"
3,19-4012.01,Precision Agriculture Technicians,Y,https://www.onetonline.org/link/summary/19-4012.01,"$22.49 hourly, $46,790 annual",Average (3% to 4%),"2,900"
n/a,49-9069.00,"Precision Instrument and Equipment Repairers, All Other",,https://www.onetonline.org/link/summary/49-9069.00,"$32.25 hourly, $67,080 annual",Slower than average (1% to 2%),"1,000"
3,51-5111.00,Prepress Technicians and Workers,Y,https://www.onetonline.org/link/summary/51-5111.00,"$22.74 hourly, $47,300 annual",Decline (-1% or lower),"2,800"
3,25-2011.00,"Preschool Teachers, Except Special Education",Y,https://www.onetonline.org/link/summary/25-2011.00,"$17.85 hourly, $37,120 annual",Average (3% to 4%),"65,500"
1,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Y,https://www.onetonline.org/link/summary/51-6021.00,"$16.29 hourly, $33,880 annual",Decline (-1% or lower),"2,800"
5,29-1229.05,Preventive Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1229.05,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600"
2,51-5113.00,Print Binding and Finishing Workers,Y,https://www.onetonline.org/link/summary/51-5113.00,"$19.14 hourly, $39,820 annual",Decline (-1% or lower),"2,800"
2,51-5112.00,Printing Press Operators,Y,https://www.onetonline.org/link/summary/51-5112.00,"$21.71 hourly, $45,160 annual",Decline (-1% or lower),"13,700"
3,33-9021.00,Private Detectives and Investigators,Y,https://www.onetonline.org/link/summary/33-9021.00,"$25.18 hourly, $52,370 annual",Faster than average (5% to 6%),"3,900"
4,21-1092.00,Probation Officers and Correctional Treatment Specialists,Y,https://www.onetonline.org/link/summary/21-1092.00,"$31.02 hourly, $64,520 annual",Average (3% to 4%),"7,900"
2,43-3061.00,Procurement Clerks,Y,https://www.onetonline.org/link/summary/43-3061.00,"$23.32 hourly, $48,510 annual",Decline (-1% or lower),"4,600"
4,27-2012.00,Producers and Directors,Y,https://www.onetonline.org/link/summary/27-2012.00,"$40.13 hourly, $83,480 annual",Faster than average (5% to 6%),"12,800"
n/a,51-9199.00,"Production Workers, All Other",,https://www.onetonline.org/link/summary/51-9199.00,"$18.66 hourly, $38,820 annual",Slower than average (1% to 2%),"31,600"
2,43-5061.00,"Production, Planning, and Expediting Clerks",Y,https://www.onetonline.org/link/summary/43-5061.00,"$27.78 hourly, $57,770 annual",Decline (-1% or lower),"34,100"
4,13-1082.00,Project Management Specialists,Y,https://www.onetonline.org/link/summary/13-1082.00,"$48.44 hourly, $100,750 annual",Faster than average (5% to 6%),"78,200"
4,43-9081.00,Proofreaders and Copy Markers,Y,https://www.onetonline.org/link/summary/43-9081.00,"$23.66 hourly, $49,210 annual",Decline (-1% or lower),"1,900"
4,11-9141.00,"Property, Real Estate, and Community Association Managers",Y,https://www.onetonline.org/link/summary/11-9141.00,"$32.07 hourly, $66,700 annual",Average (3% to 4%),"39,000"
5,29-1024.00,Prosthodontists,Y,https://www.onetonline.org/link/summary/29-1024.00,"$115.00+ hourly, $239,200+ annual",Faster than average (5% to 6%),0
n/a,33-9099.00,"Protective Service Workers, All Other",,https://www.onetonline.org/link/summary/33-9099.00,"$20.00 hourly, $41,600 annual",Average (3% to 4%),"23,300"
2,31-1133.00,Psychiatric Aides,Y,https://www.onetonline.org/link/summary/31-1133.00,"$20.00 hourly, $41,590 annual",Little or no change,"5,300"
3,29-2053.00,Psychiatric Technicians,Y,https://www.onetonline.org/link/summary/29-2053.00,"$20.47 hourly, $42,590 annual",Much faster than average (7% or higher),"15,900"
5,29-1223.00,Psychiatrists,Y,https://www.onetonline.org/link/summary/29-1223.00,"$115.00+ hourly, $239,200+ annual",Faster than average (5% to 6%),900
n/a,19-3039.00,"Psychologists, All Other",,https://www.onetonline.org/link/summary/19-3039.00,"$56.53 hourly, $117,580 annual",Average (3% to 4%),"3,900"
5,25-1066.00,"Psychology Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1066.00,"$80,330 annual",Average (3% to 4%),"4,000"
4,11-2032.00,Public Relations Managers,Y,https://www.onetonline.org/link/summary/11-2032.00,"$66.60 hourly, $138,520 annual",Faster than average (5% to 6%),"6,600"
4,27-3031.00,Public Relations Specialists,Y,https://www.onetonline.org/link/summary/27-3031.00,"$33.55 hourly, $69,780 annual",Faster than average (5% to 6%),"27,600"
2,43-5031.00,Public Safety Telecommunicators,Y,https://www.onetonline.org/link/summary/43-5031.00,"$24.39 hourly, $50,730 annual",Average (3% to 4%),"10,700"
2,53-7072.00,"Pump Operators, Except Wellhead Pumpers",Y,https://www.onetonline.org/link/summary/53-7072.00,"$28.86 hourly, $60,020 annual",Average (3% to 4%),"1,500"
4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Y,https://www.onetonline.org/link/summary/13-1023.00,"$36.37 hourly, $75,650 annual",Faster than average (5% to 6%),"52,200"
4,11-3061.00,Purchasing Managers,Y,https://www.onetonline.org/link/summary/11-3061.00,"$67.07 hourly, $139,510 annual",Average (3% to 4%),"6,400"
3,19-4099.01,Quality Control Analysts,Y,https://www.onetonline.org/link/summary/19-4099.01,"$28.91 hourly, $60,130 annual",Average (3% to 4%),"10,600"
4,11-3051.01,Quality Control Systems Managers,Y,https://www.onetonline.org/link/summary/11-3051.01,"$58.39 hourly, $121,440 annual",Slower than average (1% to 2%),"17,100"
3,29-1124.00,Radiation Therapists,Y,https://www.onetonline.org/link/summary/29-1124.00,"$49.03 hourly, $101,990 annual",Slower than average (1% to 2%),900
4,17-2072.01,Radio Frequency Identification Device Specialists,Y,https://www.onetonline.org/link/summary/17-2072.01,"$61.34 hourly, $127,590 annual",Faster than average (5% to 6%),"5,700"
3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Y,https://www.onetonline.org/link/summary/49-2021.00,"$30.86 hourly, $64,190 annual",Much faster than average (7% or higher),"1,200"
3,29-2034.00,Radiologic Technologists and Technicians,Y,https://www.onetonline.org/link/summary/29-2034.00,"$37.34 hourly, $77,660 annual",Average (3% to 4%),"12,900"
5,29-1224.00,Radiologists,Y,https://www.onetonline.org/link/summary/29-1224.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),800
2,49-3043.00,Rail Car Repairers,Y,https://www.onetonline.org/link/summary/49-3043.00,"$31.58 hourly, $65,680 annual",Average (3% to 4%),"1,500"
n/a,53-4099.00,"Rail Transportation Workers, All Other",,https://www.onetonline.org/link/summary/53-4099.00,"$23.72 hourly, $49,330 annual",Average (3% to 4%),200
2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Y,https://www.onetonline.org/link/summary/53-4013.00,"$27.90 hourly, $58,030 annual",Little or no change,200
2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Y,https://www.onetonline.org/link/summary/47-4061.00,"$32.39 hourly, $67,370 annual",Slower than average (1% to 2%),"1,100"
2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Y,https://www.onetonline.org/link/summary/53-4022.00,"$31.48 hourly, $65,480 annual",Slower than average (1% to 2%),"1,000"
2,53-4031.00,Railroad Conductors and Yardmasters,Y,https://www.onetonline.org/link/summary/53-4031.00,"$35.62 hourly, $74,080 annual",Slower than average (1% to 2%),"3,100"
4,19-1031.02,Range Managers,Y,https://www.onetonline.org/link/summary/19-1031.02,"$32.67 hourly, $67,950 annual",Average (3% to 4%),"2,500"
4,41-9021.00,Real Estate Brokers,Y,https://www.onetonline.org/link/summary/41-9021.00,"$34.75 hourly, $72,280 annual",Average (3% to 4%),"9,700"
3,41-9022.00,Real Estate Sales Agents,Y,https://www.onetonline.org/link/summary/41-9022.00,"$27.08 hourly, $56,320 annual",Average (3% to 4%),"36,600"
2,43-4171.00,Receptionists and Information Clerks,Y,https://www.onetonline.org/link/summary/43-4171.00,"$17.90 hourly, $37,230 annual",Little or no change,"128,500"
5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1193.00,"$75,890 annual",Slower than average (1% to 2%),"1,100"
4,39-9032.00,Recreation Workers,Y,https://www.onetonline.org/link/summary/39-9032.00,"$17.01 hourly, $35,380 annual",Average (3% to 4%),"68,100"
4,29-1125.00,Recreational Therapists,Y,https://www.onetonline.org/link/summary/29-1125.00,"$28.98 hourly, $60,280 annual",Average (3% to 4%),"1,300"
2,49-3092.00,Recreational Vehicle Service Technicians,Y,https://www.onetonline.org/link/summary/49-3092.00,"$24.30 hourly, $50,540 annual",Much faster than average (7% or higher),"2,800"
2,53-7062.04,Recycling and Reclamation Workers,Y,https://www.onetonline.org/link/summary/53-7062.04,"$18.72 hourly, $38,940 annual",Slower than average (1% to 2%),"384,300"
2,53-1042.01,Recycling Coordinators,Y,https://www.onetonline.org/link/summary/53-1042.01,"$29.76 hourly, $61,890 annual",Average (3% to 4%),"61,300"
2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Y,https://www.onetonline.org/link/summary/49-9045.00,"$28.15 hourly, $58,540 annual",Decline (-1% or lower),100
2,53-7081.00,Refuse and Recyclable Material Collectors,Y,https://www.onetonline.org/link/summary/53-7081.00,"$23.24 hourly, $48,350 annual",Slower than average (1% to 2%),"16,900"
4,29-1141.00,Registered Nurses,Y,https://www.onetonline.org/link/summary/29-1141.00,"$45.00 hourly, $93,600 annual",Faster than average (5% to 6%),"189,100"
4,11-9199.01,Regulatory Affairs Managers,Y,https://www.onetonline.org/link/summary/11-9199.01,"$65.65 hourly, $136,550 annual",Faster than average (5% to 6%),"106,700"
4,13-1041.07,Regulatory Affairs Specialists,Y,https://www.onetonline.org/link/summary/13-1041.07,"$37.70 hourly, $78,420 annual",Average (3% to 4%),"33,300"
4,21-1015.00,Rehabilitation Counselors,Y,https://www.onetonline.org/link/summary/21-1015.00,"$22.17 hourly, $46,110 annual",Slower than average (1% to 2%),"10,000"
2,47-2171.00,Reinforcing Iron and Rebar Workers,Y,https://www.onetonline.org/link/summary/47-2171.00,"$28.50 hourly, $59,280 annual",Faster than average (5% to 6%),"1,500"
n/a,21-2099.00,"Religious Workers, All Other",,https://www.onetonline.org/link/summary/21-2099.00,"$21.69 hourly, $45,120 annual",Slower than average (1% to 2%),"11,100"
4,19-2099.01,Remote Sensing Scientists and Technologists,Y,https://www.onetonline.org/link/summary/19-2099.01,"$56.71 hourly, $117,960 annual",Slower than average (1% to 2%),"2,000"
4,19-4099.03,Remote Sensing Technicians,Y,https://www.onetonline.org/link/summary/19-4099.03,"$28.91 hourly, $60,130 annual",Average (3% to 4%),"10,600"
2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Y,https://www.onetonline.org/link/summary/43-4181.00,"$19.94 hourly, $41,460 annual",Average (3% to 4%),"14,400"
3,39-9041.00,Residential Advisors,Y,https://www.onetonline.org/link/summary/39-9041.00,"$18.84 hourly, $39,180 annual",Average (3% to 4%),"17,400"
3,29-1126.00,Respiratory Therapists,Y,https://www.onetonline.org/link/summary/29-1126.00,"$38.68 hourly, $80,450 annual",Much faster than average (7% or higher),"8,800"
2,33-9099.02,Retail Loss Prevention Specialists,Y,https://www.onetonline.org/link/summary/33-9099.02,"$20.00 hourly, $41,600 annual",Average (3% to 4%),"23,300"
2,41-2031.00,Retail Salespersons,Y,https://www.onetonline.org/link/summary/41-2031.00,"$16.62 hourly, $34,580 annual",Little or no change,"555,800"
